P_City,SaleDate,TotalSales,Cum_Sales
" NASHVILLE",2015-07-30,28609932,9652378553
" NASHVILLE",2015-07-31,42158869,9694537422
" NASHVILLE",2015-08-03,20725750,9715263172
" NASHVILLE",2015-08-04,10658802,9725921974
" NASHVILLE",2015-08-05,11886793,9737808767
" NASHVILLE",2015-08-06,20465550,9758274317
" NASHVILLE",2015-08-07,17241258,9775515575
" NASHVILLE",2015-08-10,14479304,9789994879
" NASHVILLE",2015-08-11,8910362,9798905241
" NASHVILLE",2015-08-12,7415689,9806320930
" NASHVILLE",2015-08-13,11024276,9817345206
" NASHVILLE",2015-08-14,31035895,9848381101
" NASHVILLE",2015-08-17,15465661,9863846762
" NASHVILLE",2015-08-18,8162998,9872009760
" NASHVILLE",2015-08-19,10562638,9882572398
" NASHVILLE",2015-08-20,16483045,9899055443
" NASHVILLE",2015-08-21,18476419,9917531862
" NASHVILLE",2015-08-22,75000,9917606862
" NASHVILLE",2015-08-24,17417049,9935023911
" NASHVILLE",2015-08-25,17138797,9952162708
" NASHVILLE",2015-08-26,9072663,9961235371
" NASHVILLE",2015-08-27,16915441,9978150812
" NASHVILLE",2015-08-28,30348890,10008499702
" NASHVILLE",2015-08-29,589900,10009089602
" NASHVILLE",2015-08-31,40224518,10049314120
" NASHVILLE",2015-09-01,12708381,10062022501
" NASHVILLE",2015-09-02,7436982,10069459483
" NASHVILLE",2015-09-03,8007100,10077466583
" NASHVILLE",2015-09-04,19264039,10096730622
" NASHVILLE",2015-09-08,7206583,10103937205
" NASHVILLE",2015-09-09,10447617,10114384822
" NASHVILLE",2015-09-10,10509359,10124894181
" NASHVILLE",2015-09-11,17702452,10142596633
" NASHVILLE",2015-09-12,130000,10142726633
" NASHVILLE",2015-09-14,40804382,10183531015
" NASHVILLE",2015-09-15,22285869,10205816884
" NASHVILLE",2015-09-16,11781123,10217598007
" NASHVILLE",2015-09-17,13760605,10231358612
" NASHVILLE",2015-09-18,19958284,10251316896
" NASHVILLE",2015-09-21,19069800,10270386696
" NASHVILLE",2015-09-22,11915928,10282302624
" NASHVILLE",2015-09-23,5570319,10287872943
" NASHVILLE",2015-09-24,14123334,10301996277
" NASHVILLE",2015-09-25,22017417,10324013694
" NASHVILLE",2015-09-26,182000,10324195694
" NASHVILLE",2015-09-28,11856770,10336052464
" NASHVILLE",2015-09-29,121683744,10457736208
" NASHVILLE",2015-09-30,48539176,10506275384
" NASHVILLE",2015-10-01,12745582,10519020966
" NASHVILLE",2015-10-02,17288506,10536309472
" NASHVILLE",2015-10-03,225900,10536535372
" NASHVILLE",2015-10-04,315000,10536850372
" NASHVILLE",2015-10-05,7630820,10544481192
" NASHVILLE",2015-10-06,3995865,10548477057
" NASHVILLE",2015-10-07,10539640,10559016697
" NASHVILLE",2015-10-08,6112432,10565129129
" NASHVILLE",2015-10-09,14429029,10579558158
" NASHVILLE",2015-10-12,422500,10579980658
" NASHVILLE",2015-10-13,9944408,10589925066
" NASHVILLE",2015-10-14,7300603,10597225669
" NASHVILLE",2015-10-15,15591302,10612816971
" NASHVILLE",2015-10-16,19166510,10631983481
" NASHVILLE",2015-10-17,215000,10632198481
" NASHVILLE",2015-10-18,369900,10632568381
" NASHVILLE",2015-10-19,8592000,10641160381
" NASHVILLE",2015-10-20,10722672,10651883053
" NASHVILLE",2015-10-21,3217104,10655100157
" NASHVILLE",2015-10-22,11535862,10666636019
" NASHVILLE",2015-10-23,35606294,10702242313
" NASHVILLE",2015-10-26,13434951,10715677264
" NASHVILLE",2015-10-27,5204416,10720881680
" NASHVILLE",2015-10-28,12375185,10733256865
" NASHVILLE",2015-10-29,5703616,10738960481
" NASHVILLE",2015-10-30,12191774,10751152255
" NASHVILLE",2015-11-02,9268178,10760420433
" NASHVILLE",2015-11-03,4924307,10765344740
" NASHVILLE",2015-11-04,43292065,10808636805
" NASHVILLE",2015-11-05,8302628,10816939433
" NASHVILLE",2015-11-06,12606163,10829545596
" NASHVILLE",2015-11-09,6826146,10836371742
" NASHVILLE",2015-11-10,10315050,10846686792
" NASHVILLE",2015-11-11,1031000,10847717792
" NASHVILLE",2015-11-12,10999938,10858717730
" NASHVILLE",2015-11-13,16176345,10874894075
" NASHVILLE",2015-11-15,365000,10875259075
" NASHVILLE",2015-11-16,10335019,10885594094
" NASHVILLE",2015-11-17,10483028,10896077122
" NASHVILLE",2015-11-18,6100921,10902178043
" NASHVILLE",2015-11-19,30827916,10933005959
" NASHVILLE",2015-11-20,25251761,10958257720
" NASHVILLE",2015-11-23,17343501,10975601221
" NASHVILLE",2015-11-24,10105525,10985706746
" NASHVILLE",2015-11-25,7655081,10993361827
" NASHVILLE",2015-11-27,165000,10993526827
" NASHVILLE",2015-11-30,39240193,11032767020
" NASHVILLE",2015-12-01,18735544,11051502564
" NASHVILLE",2015-12-02,6188236,11057690800
" NASHVILLE",2015-12-03,11221400,11068912200
" NASHVILLE",2015-12-04,16171230,11085083430
" NASHVILLE",2015-12-05,265000,11085348430
" NASHVILLE",2015-12-06,1500000,11086848430
" NASHVILLE",2015-12-07,21701149,11108549579
" NASHVILLE",2015-12-08,6257452,11114807031
" NASHVILLE",2015-12-09,4882170,11119689201
" NASHVILLE",2015-12-10,11470888,11131160089
" NASHVILLE",2015-12-11,19474658,11150634747
" NASHVILLE",2015-12-14,14876180,11165510927
" NASHVILLE",2015-12-15,22562377,11188073304
" NASHVILLE",2015-12-16,7323522,11195396826
" NASHVILLE",2015-12-17,16419724,11211816550
" NASHVILLE",2015-12-18,27193380,11239009930
" NASHVILLE",2015-12-21,120325919,11359335849
" NASHVILLE",2015-12-22,12767043,11372102892
" NASHVILLE",2015-12-23,5760393,11377863285
" NASHVILLE",2015-12-24,529900,11378393185
" NASHVILLE",2015-12-26,116500,11378509685
" NASHVILLE",2015-12-27,355000,11378864685
" NASHVILLE",2015-12-28,9461760,11388326445
" NASHVILLE",2015-12-29,8401300,11396727745
" NASHVILLE",2015-12-30,13558050,11410285795
" NASHVILLE",2015-12-31,5941033,11416226828
" NASHVILLE",2016-01-04,103976388,11520203216
" NASHVILLE",2016-01-05,6711408,11526914624
" NASHVILLE",2016-01-06,4225291,11531139915
" NASHVILLE",2016-01-07,8408166,11539548081
" NASHVILLE",2016-01-08,16278118,11555826199
" NASHVILLE",2016-01-11,4368400,11560194599
" NASHVILLE",2016-01-12,6318022,11566512621
" NASHVILLE",2016-01-13,3961550,11570474171
" NASHVILLE",2016-01-14,5599850,11576074021
" NASHVILLE",2016-01-15,35080628,11611154649
" NASHVILLE",2016-01-18,48000,11611202649
" NASHVILLE",2016-01-19,11880779,11623083428
" NASHVILLE",2016-01-20,5704116,11628787544
" NASHVILLE",2016-01-21,9988577,11638776121
" NASHVILLE",2016-01-22,12099117,11650875238
" NASHVILLE",2016-01-25,23775373,11674650611
" NASHVILLE",2016-01-26,4165290,11678815901
" NASHVILLE",2016-01-27,4350845,11683166746
" NASHVILLE",2016-01-28,9283396,11692450142
" NASHVILLE",2016-01-29,39425438,11731875580
" NASHVILLE",2016-02-01,5868700,11737744280
" NASHVILLE",2016-02-02,2548300,11740292580
" NASHVILLE",2016-02-03,6185844,11746478424
" NASHVILLE",2016-02-04,5996120,11752474544
" NASHVILLE",2016-02-05,15250658,11767725202
" NASHVILLE",2016-02-08,6704803,11774430005
" NASHVILLE",2016-02-09,3928050,11778358055
" NASHVILLE",2016-02-10,3744355,11782102410
" NASHVILLE",2016-02-11,8238124,11790340534
" NASHVILLE",2016-02-12,25171141,11815511675
" NASHVILLE",2016-02-15,565950,11816077625
" NASHVILLE",2016-02-16,14210174,11830287799
" NASHVILLE",2016-02-17,6857558,11837145357
" NASHVILLE",2016-02-18,7664574,11844809931
" NASHVILLE",2016-02-19,19341717,11864151648
" NASHVILLE",2016-02-22,10517590,11874669238
" NASHVILLE",2016-02-23,5588441,11880257679
" NASHVILLE",2016-02-24,7372058,11887629737
" NASHVILLE",2016-02-25,7762140,11895391877
" NASHVILLE",2016-02-26,27713096,11923104973
" NASHVILLE",2016-03-01,13646240,11936751213
" NASHVILLE",2016-03-02,6065519,11942816732
" NASHVILLE",2016-03-03,4778890,11947595622
" NASHVILLE",2016-03-04,24491354,11972086976
" NASHVILLE",2016-03-07,10349162,11982436138
" NASHVILLE",2016-03-08,9347575,11991783713
" NASHVILLE",2016-03-09,4886353,11996670066
" NASHVILLE",2016-03-10,7669819,12004339885
" NASHVILLE",2016-03-11,18265765,12022605650
" NASHVILLE",2016-03-12,420000,12023025650
" NASHVILLE",2016-03-14,13586300,12036611950
" NASHVILLE",2016-03-15,11381520,12047993470
" NASHVILLE",2016-03-16,10366831,12058360301
" NASHVILLE",2016-03-17,12123122,12070483423
" NASHVILLE",2016-03-18,24857301,12095340724
" NASHVILLE",2016-03-21,10601767,12105942491
" NASHVILLE",2016-03-22,8375999,12114318490
" NASHVILLE",2016-03-23,5701600,12120020090
" NASHVILLE",2016-03-24,12509804,12132529894
" NASHVILLE",2016-03-25,14255979,12146785873
" NASHVILLE",2016-03-26,1055000,12147840873
" NASHVILLE",2016-03-28,15137776,12162978649
" NASHVILLE",2016-03-29,12482550,12175461199
" NASHVILLE",2016-03-30,19061650,12194522849
" NASHVILLE",2016-03-31,46436852,12240959701
" NASHVILLE",2016-04-01,22778332,12263738033
" NASHVILLE",2016-04-02,1215000,12264953033
" NASHVILLE",2016-04-04,14459490,12279412523
" NASHVILLE",2016-04-05,14020932,12293433455
" NASHVILLE",2016-04-06,6920753,12300354208
" NASHVILLE",2016-04-07,6940724,12307294932
" NASHVILLE",2016-04-08,15848608,12323143540
" NASHVILLE",2016-04-11,10551514,12333695054
" NASHVILLE",2016-04-12,7905233,12341600287
" NASHVILLE",2016-04-13,10346804,12351947091
" NASHVILLE",2016-04-14,12894893,12364841984
" NASHVILLE",2016-04-15,39226880,12404068864
" NASHVILLE",2016-04-18,16417695,12420486559
" NASHVILLE",2016-04-19,6286304,12426772863
" NASHVILLE",2016-04-20,9195620,12435968483
" NASHVILLE",2016-04-21,7183117,12443151600
" NASHVILLE",2016-04-22,30420890,12473572490
" NASHVILLE",2016-04-23,210000,12473782490
" NASHVILLE",2016-04-25,14356155,12488138645
" NASHVILLE",2016-04-26,6803405,12494942050
" NASHVILLE",2016-04-27,10229908,12505171958
" NASHVILLE",2016-04-28,28209584,12533381542
" NASHVILLE",2016-04-29,65594947,12598976489
" NASHVILLE",2016-04-30,435000,12599411489
" NASHVILLE",2016-05-02,21917504,12621328993
" NASHVILLE",2016-05-03,16447470,12637776463
" NASHVILLE",2016-05-04,9256094,12647032557
" NASHVILLE",2016-05-05,10862828,12657895385
" NASHVILLE",2016-05-06,31131325,12689026710
" NASHVILLE",2016-05-09,14231484,12703258194
" NASHVILLE",2016-05-10,13648776,12716906970
" NASHVILLE",2016-05-11,10783800,12727690770
" NASHVILLE",2016-05-12,15480545,12743171315
" NASHVILLE",2016-05-13,21354032,12764525347
" NASHVILLE",2016-05-14,110100,12764635447
" NASHVILLE",2016-05-16,26989422,12791624869
" NASHVILLE",2016-05-17,12930568,12804555437
" NASHVILLE",2016-05-18,17022931,12821578368
" NASHVILLE",2016-05-19,15437139,12837015507
" NASHVILLE",2016-05-20,37244432,12874259939
" NASHVILLE",2016-05-23,14999076,12889259015
" NASHVILLE",2016-05-24,16296779,12905555794
" NASHVILLE",2016-05-25,21239779,12926795573
" NASHVILLE",2016-05-26,20527053,12947322626
" NASHVILLE",2016-05-27,26867522,12974190148
" NASHVILLE",2016-05-28,185000,12974375148
" NASHVILLE",2016-05-31,51152165,13025527313
" NASHVILLE",2016-06-01,27973884,13053501197
" NASHVILLE",2016-06-02,12442324,13065943521
" NASHVILLE",2016-06-03,33378673,13099322194
" NASHVILLE",2016-06-04,660000,13099982194
" NASHVILLE",2016-06-05,295000,13100277194
" NASHVILLE",2016-06-06,16506206,13116783400
" NASHVILLE",2016-06-07,16637609,13133421009
" NASHVILLE",2016-06-08,11605200,13145026209
" NASHVILLE",2016-06-09,17019171,13162045380
" NASHVILLE",2016-06-10,23480397,13185525777
" NASHVILLE",2016-06-13,12905682,13198431459
" NASHVILLE",2016-06-14,15799074,13214230533
" NASHVILLE",2016-06-15,26300355,13240530888
" NASHVILLE",2016-06-16,18769865,13259300753
" NASHVILLE",2016-06-17,33288098,13292588851
" NASHVILLE",2016-06-18,525000,13293113851
" NASHVILLE",2016-06-20,17123518,13310237369
" NASHVILLE",2016-06-21,11651675,13321889044
" NASHVILLE",2016-06-22,21388131,13343277175
" NASHVILLE",2016-06-23,16748035,13360025210
" NASHVILLE",2016-06-24,36437305,13396462515
" NASHVILLE",2016-06-25,232900,13396695415
" NASHVILLE",2016-06-26,229900,13396925315
" NASHVILLE",2016-06-27,17807575,13414732890
" NASHVILLE",2016-06-28,16194050,13430926940
" NASHVILLE",2016-06-29,15137841,13446064781
" NASHVILLE",2016-06-30,61607641,13507672422
" NASHVILLE",2016-07-01,25150670,13532823092
" NASHVILLE",2016-07-02,90000,13532913092
" NASHVILLE",2016-07-05,10528186,13543441278
" NASHVILLE",2016-07-06,12844614,13556285892
" NASHVILLE",2016-07-07,13438588,13569724480
" NASHVILLE",2016-07-08,27799726,13597524206
" NASHVILLE",2016-07-10,195000,13597719206
" NASHVILLE",2016-07-11,14375583,13612094789
" NASHVILLE",2016-07-12,17034660,13629129449
" NASHVILLE",2016-07-13,8772938,13637902387
" NASHVILLE",2016-07-14,17380404,13655282791
" NASHVILLE",2016-07-15,30870413,13686153204
" NASHVILLE",2016-07-18,13455778,13699608982
" NASHVILLE",2016-07-19,8022610,13707631592
" NASHVILLE",2016-07-20,10325280,13717956872
" NASHVILLE",2016-07-21,8381473,13726338345
" NASHVILLE",2016-07-22,29829358,13756167703
" NASHVILLE",2016-07-25,8460205,13764627908
" NASHVILLE",2016-07-26,2289100,13766917008
" NASHVILLE",2016-07-27,2819325,13769736333
" NASHVILLE",2016-07-28,360000,13770096333
" NASHVILLE",2016-08-01,23115981,13793212314
" NASHVILLE",2016-08-02,10340715,13803553029
" NASHVILLE",2016-08-03,8323133,13811876162
" NASHVILLE",2016-08-04,9833150,13821709312
" NASHVILLE",2016-08-05,20153321,13841862633
" NASHVILLE",2016-08-08,18500638,13860363271
" NASHVILLE",2016-08-09,5489888,13865853159
" NASHVILLE",2016-08-10,12613667,13878466826
" NASHVILLE",2016-08-11,10399267,13888866093
" NASHVILLE",2016-08-12,24644239,13913510332
" NASHVILLE",2016-08-15,19589050,13933099382
" NASHVILLE",2016-08-16,12106000,13945205382
" NASHVILLE",2016-08-17,12139150,13957344532
" NASHVILLE",2016-08-18,14717409,13972061941
" NASHVILLE",2016-08-19,18224115,13990286056
" NASHVILLE",2016-08-20,1175000,13991461056
" NASHVILLE",2016-08-22,11485600,14002946656
" NASHVILLE",2016-08-23,14118680,14017065336
" NASHVILLE",2016-08-24,9465122,14026530458
" NASHVILLE",2016-08-25,8660500,14035190958
" NASHVILLE",2016-08-26,15514589,14050705547
" NASHVILLE",2016-08-29,5964304,14056669851
" NASHVILLE",2016-08-30,5595344,14062265195
" NASHVILLE",2016-08-31,3378500,14065643695
" NASHVILLE",2016-09-01,14375089,14080018784
" NASHVILLE",2016-09-02,18571761,14098590545
" NASHVILLE",2016-09-03,462000,14099052545
" NASHVILLE",2016-09-06,13896974,14112949519
" NASHVILLE",2016-09-07,8472815,14121422334
" NASHVILLE",2016-09-08,13189650,14134611984
" NASHVILLE",2016-09-09,19606738,14154218722
" NASHVILLE",2016-09-12,12113139,14166331861
" NASHVILLE",2016-09-13,7233440,14173565301
" NASHVILLE",2016-09-14,10094538,14183659839
" NASHVILLE",2016-09-15,19796181,14203456020
" NASHVILLE",2016-09-16,24141500,14227597520
" NASHVILLE",2016-09-17,452500,14228050020
" NASHVILLE",2016-09-19,11284858,14239334878
" NASHVILLE",2016-09-20,16031150,14255366028
" NASHVILLE",2016-09-21,6805816,14262171844
" NASHVILLE",2016-09-22,14362600,14276534444
" NASHVILLE",2016-09-23,20891350,14297425794
" NASHVILLE",2016-09-24,429900,14297855694
" NASHVILLE",2016-09-26,17859822,14315715516
" NASHVILLE",2016-09-27,9733539,14325449055
" NASHVILLE",2016-09-28,14852389,14340301444
" NASHVILLE",2016-09-29,17304727,14357606171
" NASHVILLE",2016-09-30,49796785,14407402956
" NASHVILLE",2016-10-03,19033720,14426436676
" NASHVILLE",2016-10-04,7383200,14433819876
" NASHVILLE",2016-10-05,57127025,14490946901
" NASHVILLE",2016-10-06,10211184,14501158085
" NASHVILLE",2016-10-07,20998374,14522156459
" NASHVILLE",2016-10-10,2550000,14524706459
" NASHVILLE",2016-10-11,11452679,14536159138
" NASHVILLE",2016-10-12,9094700,14545253838
" NASHVILLE",2016-10-13,6831475,14552085313
" NASHVILLE",2016-10-14,22765350,14574850663
" NASHVILLE",2016-10-17,16387972,14591238635
" NASHVILLE",2016-10-18,11493732,14602732367
" NASHVILLE",2016-10-19,11021954,14613754321
" NASHVILLE",2016-10-20,9958488,14623712809
" NASHVILLE",2016-10-21,22460315,14646173124
" NASHVILLE",2016-10-23,165000,14646338124
" NASHVILLE",2016-10-24,11882407,14658220531
" NASHVILLE",2016-10-25,10405959,14668626490
" NASHVILLE",2016-10-26,16006518,14684633008
" NASHVILLE",2016-10-27,12375800,14697008808
" NASHVILLE",2016-10-28,29112834,14726121642
" NASHVILLE",2016-10-31,24428073,14750549715
" NOLENSVILLE",2013-01-24,339900,339900
" NOLENSVILLE",2013-02-08,306920,646820
" NOLENSVILLE",2013-02-21,336374,983194
" NOLENSVILLE",2013-03-08,267217,1250411
" NOLENSVILLE",2013-03-16,279900,1530311
" NOLENSVILLE",2013-03-22,327000,1857311
" NOLENSVILLE",2013-04-05,280580,2137891
" NOLENSVILLE",2013-04-10,206500,2344391
" NOLENSVILLE",2013-04-19,608300,2952691
" NOLENSVILLE",2013-04-22,306434,3259125
" NOLENSVILLE",2013-04-26,561939,3821064
" NOLENSVILLE",2013-04-29,72500,3893564
" NOLENSVILLE",2013-04-30,328190,4221754
" NOLENSVILLE",2013-05-09,344900,4566654
" NOLENSVILLE",2013-05-24,331470,4898124
" NOLENSVILLE",2013-05-29,339900,5238024
" NOLENSVILLE",2013-06-03,538890,5776914
" NOLENSVILLE",2013-06-06,401433,6178347
" NOLENSVILLE",2013-06-07,330287,6508634
" NOLENSVILLE",2013-06-28,342500,6851134
" NOLENSVILLE",2013-07-15,315000,7166134
" NOLENSVILLE",2013-07-23,430000,7596134
" NOLENSVILLE",2013-07-25,356510,7952644
" NOLENSVILLE",2013-07-26,309900,8262544
" NOLENSVILLE",2013-07-31,206000,8468544
" NOLENSVILLE",2013-08-01,199000,8667544
" NOLENSVILLE",2013-08-02,380000,9047544
" NOLENSVILLE",2013-08-06,125364,9172908
" NOLENSVILLE",2013-08-30,621900,9794808
" NOLENSVILLE",2013-09-09,329900,10124708
" NOLENSVILLE",2013-09-24,319900,10444608
" NOLENSVILLE",2013-09-25,65000,10509608
" NOLENSVILLE",2013-10-09,627000,11136608
" NOLENSVILLE",2013-10-11,648000,11784608
" NOLENSVILLE",2013-10-15,391014,12175622
" NOLENSVILLE",2013-10-25,440140,12615762
" NOLENSVILLE",2013-11-01,362900,12978662
" NOLENSVILLE",2013-11-08,168000,13146662
" NOLENSVILLE",2013-11-15,674753,13821415
" NOLENSVILLE",2013-11-21,289000,14110415
" NOLENSVILLE",2013-11-22,333574,14443989
" NOLENSVILLE",2013-12-06,70000,14513989
" NOLENSVILLE",2013-12-10,327900,14841889
" NOLENSVILLE",2013-12-13,69000,14910889
" NOLENSVILLE",2013-12-18,69000,14979889
" NOLENSVILLE",2014-01-10,358051,15337940
" NOLENSVILLE",2014-01-17,369900,15707840
" NOLENSVILLE",2014-02-07,386815,16094655
" NOLENSVILLE",2014-02-10,280000,16374655
" NOLENSVILLE",2014-02-14,278140,16652795
" NOLENSVILLE",2014-02-21,272900,16925695
" NOLENSVILLE",2014-02-27,283000,17208695
" NOLENSVILLE",2014-03-03,327000,17535695
" NOLENSVILLE",2014-03-07,709353,18245048
" NOLENSVILLE",2014-03-10,373645,18618693
" NOLENSVILLE",2014-03-17,66592,18685285
" NOLENSVILLE",2014-03-21,244275,18929560
" NOLENSVILLE",2014-03-28,886073,19815633
" NOLENSVILLE",2014-04-04,827040,20642673
" NOLENSVILLE",2014-04-17,529942,21172615
" NOLENSVILLE",2014-04-30,269900,21442515
" NOLENSVILLE",2014-05-02,582500,22025015
" NOLENSVILLE",2014-05-09,276400,22301415
" NOLENSVILLE",2014-05-12,280344,22581759
" NOLENSVILLE",2014-05-14,297600,22879359
" NOLENSVILLE",2014-05-22,360000,23239359
" NOLENSVILLE",2014-05-28,770403,24009762
" NOLENSVILLE",2014-06-16,1835875,25845637
" NOLENSVILLE",2014-06-18,338175,26183812
" NOLENSVILLE",2014-06-25,4654050,30837862
" NOLENSVILLE",2014-06-26,287468,31125330
" NOLENSVILLE",2014-06-30,467500,31592830
" NOLENSVILLE",2014-07-11,357500,31950330
" NOLENSVILLE",2014-07-18,215000,32165330
" NOLENSVILLE",2014-07-21,334900,32500230
" NOLENSVILLE",2014-07-30,883400,33383630
" NOLENSVILLE",2014-07-31,802799,34186429
" NOLENSVILLE",2014-08-04,74585,34261014
" NOLENSVILLE",2014-08-08,289900,34550914
" NOLENSVILLE",2014-08-11,434083,34984997
" NOLENSVILLE",2014-08-12,1183360,36168357
" NOLENSVILLE",2014-08-13,289900,36458257
" NOLENSVILLE",2014-08-14,291969,36750226
" NOLENSVILLE",2014-08-15,262122,37012348
" NOLENSVILLE",2014-08-22,1959579,38971927
" NOLENSVILLE",2014-08-26,167000,39138927
" NOLENSVILLE",2014-08-27,878870,40017797
" NOLENSVILLE",2014-08-28,465352,40483149
" NOLENSVILLE",2014-08-29,590488,41073637
" NOLENSVILLE",2014-09-05,272900,41346537
" NOLENSVILLE",2014-09-11,185000,41531537
" NOLENSVILLE",2014-09-12,219900,41751437
" NOLENSVILLE",2014-09-18,272000,42023437
" NOLENSVILLE",2014-09-19,315000,42338437
" NOLENSVILLE",2014-09-25,289000,42627437
" NOLENSVILLE",2014-09-29,448889,43076326
" NOLENSVILLE",2014-09-30,265000,43341326
" NOLENSVILLE",2014-10-02,71335,43412661
" NOLENSVILLE",2014-10-03,378900,43791561
" NOLENSVILLE",2014-10-14,300325,44091886
" NOLENSVILLE",2014-10-24,254000,44345886
" NOLENSVILLE",2014-10-31,389900,44735786
" NOLENSVILLE",2014-11-04,574346,45310132
" NOLENSVILLE",2014-11-14,273900,45584032
" NOLENSVILLE",2014-11-18,290300,45874332
" NOLENSVILLE",2014-11-19,276415,46150747
" NOLENSVILLE",2014-11-20,685097,46835844
" NOLENSVILLE",2014-11-21,72651,46908495
" NOLENSVILLE",2014-11-24,277000,47185495
" NOLENSVILLE",2014-12-01,210000,47395495
" NOLENSVILLE",2014-12-05,655533,48051028
" NOLENSVILLE",2014-12-10,74151,48125179
" NOLENSVILLE",2014-12-12,589000,48714179
" NOLENSVILLE",2014-12-15,296500,49010679
" NOLENSVILLE",2014-12-19,248150,49258829
" NOLENSVILLE",2014-12-20,254900,49513729
" NOLENSVILLE",2014-12-22,332000,49845729
" NOLENSVILLE",2014-12-30,710320,50556049
" NOLENSVILLE",2015-01-08,73733,50629782
" NOLENSVILLE",2015-01-15,475000,51104782
" NOLENSVILLE",2015-01-16,301925,51406707
" NOLENSVILLE",2015-01-29,335578,51742285
" NOLENSVILLE",2015-01-30,788065,52530350
" NOLENSVILLE",2015-02-09,212000,52742350
" NOLENSVILLE",2015-03-02,145000,52887350
" NOLENSVILLE",2015-03-04,235058,53122408
" NOLENSVILLE",2015-03-10,295000,53417408
" NOLENSVILLE",2015-03-13,599900,54017308
" NOLENSVILLE",2015-03-16,325000,54342308
" NOLENSVILLE",2015-03-17,267263,54609571
" NOLENSVILLE",2015-03-20,231575,54841146
" NOLENSVILLE",2015-03-23,625727,55466873
" NOLENSVILLE",2015-03-25,187900,55654773
" NOLENSVILLE",2015-03-26,236400,55891173
" NOLENSVILLE",2015-03-27,607382,56498555
" NOLENSVILLE",2015-03-31,388000,56886555
" NOLENSVILLE",2015-04-08,189900,57076455
" NOLENSVILLE",2015-04-09,599800,57676255
" NOLENSVILLE",2015-04-10,192125,57868380
" NOLENSVILLE",2015-04-13,148164,58016544
" NOLENSVILLE",2015-04-15,372600,58389144
" NOLENSVILLE",2015-04-16,217000,58606144
" NOLENSVILLE",2015-04-17,308215,58914359
" NOLENSVILLE",2015-04-23,360430,59274789
" NOLENSVILLE",2015-04-24,291000,59565789
" NOLENSVILLE",2015-04-30,672475,60238264
" NOLENSVILLE",2015-05-04,244450,60482714
" NOLENSVILLE",2015-05-13,353544,60836258
" NOLENSVILLE",2015-05-14,310900,61147158
" NOLENSVILLE",2015-05-15,985851,62133009
" NOLENSVILLE",2015-05-21,274060,62407069
" NOLENSVILLE",2015-05-26,349900,62756969
" NOLENSVILLE",2015-05-27,471000,63227969
" NOLENSVILLE",2015-05-28,375125,63603094
" NOLENSVILLE",2015-05-29,978902,64581996
" NOLENSVILLE",2015-06-05,359900,64941896
" NOLENSVILLE",2015-06-09,222500,65164396
" NOLENSVILLE",2015-06-12,316000,65480396
" NOLENSVILLE",2015-06-17,467068,65947464
" NOLENSVILLE",2015-06-19,497196,66444660
" NOLENSVILLE",2015-06-22,319000,66763660
" NOLENSVILLE",2015-06-24,255000,67018660
" NOLENSVILLE",2015-06-25,330000,67348660
" NOLENSVILLE",2015-06-26,328000,67676660
" NOLENSVILLE",2015-06-29,592306,68268966
" NOLENSVILLE",2015-06-30,271425,68540391
" NOLENSVILLE",2015-07-02,246275,68786666
" NOLENSVILLE",2015-07-15,292975,69079641
" NOLENSVILLE",2015-07-17,617695,69697336
" NOLENSVILLE",2015-07-23,78018,69775354
" NOLENSVILLE",2015-07-24,861325,70636679
" NOLENSVILLE",2015-07-31,1819744,72456423
" NOLENSVILLE",2015-08-05,70000,72526423
" NOLENSVILLE",2015-08-06,535200,73061623
" NOLENSVILLE",2015-08-07,279125,73340748
" NOLENSVILLE",2015-08-20,360000,73700748
" NOLENSVILLE",2015-08-21,302200,74002948
" NOLENSVILLE",2015-08-27,662377,74665325
" NOLENSVILLE",2015-08-28,845350,75510675
" NOLENSVILLE",2015-08-31,843338,76354013
" NOLENSVILLE",2015-09-04,2280700,78634713
" NOLENSVILLE",2015-09-10,361900,78996613
" NOLENSVILLE",2015-09-15,342900,79339513
" NOLENSVILLE",2015-09-16,297660,79637173
" NOLENSVILLE",2015-09-18,246900,79884073
" NOLENSVILLE",2015-09-25,285700,80169773
" NOLENSVILLE",2015-09-30,266750,80436523
" NOLENSVILLE",2015-10-02,278753,80715276
" NOLENSVILLE",2015-10-05,298000,81013276
" NOLENSVILLE",2015-10-07,253900,81267176
" NOLENSVILLE",2015-10-14,70000,81337176
" NOLENSVILLE",2015-10-16,413640,81750816
" NOLENSVILLE",2015-10-19,303450,82054266
" NOLENSVILLE",2015-10-21,280100,82334366
" NOLENSVILLE",2015-10-23,250538,82584904
" NOLENSVILLE",2015-10-26,322000,82906904
" NOLENSVILLE",2015-10-29,192990,83099894
" NOLENSVILLE",2015-10-30,310003,83409897
" NOLENSVILLE",2015-11-04,2001325,85411222
" NOLENSVILLE",2015-11-06,278050,85689272
" NOLENSVILLE",2015-11-10,350000,86039272
" NOLENSVILLE",2015-11-13,484831,86524103
" NOLENSVILLE",2015-11-18,272493,86796596
" NOLENSVILLE",2015-11-20,1707906,88504502
" NOLENSVILLE",2015-11-23,244975,88749477
" NOLENSVILLE",2015-11-26,214000,88963477
" NOLENSVILLE",2015-11-30,614215,89577692
" NOLENSVILLE",2015-12-04,322328,89900020
" NOLENSVILLE",2015-12-08,297075,90197095
